page_id,wikidata_id,film,release_date,box_office,runtime,languages,countries,genres,reviewScores,awardsReceived,awardsNominated,capitalCost
64024632,Q96373591,Bir Bikram 2,,,,,,,,,,
64095444,Q96373595,Birbal Trilogy Case 1: Finding Vajramuni,,,,,,,,,,
72369488,Q114009878,The Birdcatcher,2019-01-01T00:00:00Z,,100.0,English,"United Kingdom, Norway",['thriller'],[''],[''],[''],
61878986,Q68699277,Birders (film),,,,,,,,,,
62112336,Q61782101,Manou the Swift,2019-01-01T00:00:00Z,,89.0,German,Germany,"['comedy', 'animated', 'adventure', 'family']","['4.6/10', '14%']",[''],[''],
60567514,Q63145870,Birthday,2019-01-01T00:00:00Z,,,Korean,South Korea,['drama'],"['86%', '6.7/10']",[''],[''],
63858533,Q91823999,Bit,2019-01-01T00:00:00Z,,90.0,English,United States of America,"['LGBT-related', 'comedy', 'horror']","['7.2/10', '91%']",[''],[''],
61429421,Q85806572,The Bit Player,,,,,,,,,,
60787862,Q64174404,Bite Me,2019-01-01T00:00:00Z,,,English,United States of America,[''],[''],[''],[''],
60918516,Q64214353,Bittersweet Symphony,2019-01-01T00:00:00Z,,,English,,['drama'],[''],[''],[''],
61892341,Q65202536,Bixler High Private Eye,,,,,,,,,,
75511144,Q123701239,BKS,2019-10-14T00:00:00Z,,11.0,French,Canada,[''],[''],[''],[''],
59699454,Q60738666,Black and Blue,2019-10-25T00:00:00Z,,108.0,English,United States of America,"['thriller', 'drama', 'crime']","['5.4/10', '52%', '54/100']",[''],[''],
77580029,Q129033676,Black and Scottish,,,,,,,,,,
60523636,Q63228656,Black Antenna,,,,,,,,,,
61055019,Q64760036,Black Christmas,2019-01-01T00:00:00Z,,98.0,English,"New Zealand, United States of America","['mystery', 'thriller', 'horror', 'Christmas']","['49/100', '4.7/10', '39%']",[''],[''],
61742872,Q67208585,Black Conflux,2019-01-01T00:00:00Z,,,English,Canada,['drama'],[''],[''],[''],
61233245,Q64450077,The Black Godfather,2019-06-07T00:00:00Z,,117.0,English,United States of America,"['biographical', 'documentary']","['100%', '7.8/10', '69/100']",[''],[''],
71091213,Q72542645,Black Money,2019-11-13T00:00:00Z,,113.0,Korean,South Korea,"['crime', 'drama']",[''],[''],[''],
41035751,Q112166630,The Ascent,2019-01-01T00:00:00Z,,,,United Kingdom,[''],[''],[''],[''],
57926738,Q60737526,Blackbird,2019-01-01T00:00:00Z,,97.0,English,"United Kingdom, United States of America",['drama'],"['6.2/10', '63%']",[''],[''],
60470336,Q64768526,Blackboard vs Whiteboard,2019-01-01T00:00:00Z,,,,India,[''],[''],[''],[''],
56856624,Q51903702,Blackfox,,,,,,,,,,
64355468,Q85864529,BLACKFOX: Age of the Ninja,,,,,,,,,,
71404873,Q113499578,Blackia,2019-05-03T00:00:00Z,,,Punjabi,India,[''],[''],[''],[''],
59807225,Q57923356,The Blackout,2019-03-15T00:00:00Z,162928290.0,127.0,Russian,Russia,"['post-apocalyptic', 'thriller']","['5.3/10', '57%']",[''],[''],300000000.0
59780965,Q61041267,Blade and Termeh,2019-01-01T00:00:00Z,,,Persian,Iran,['drama'],[''],[''],[''],
60384636,Q63244731,Blank,2019-01-01T00:00:00Z,,,Hindi,India,['action'],[''],[''],[''],
66513479,Q105424988,Blind (2019 film),,,,,,,,,,
59694636,Q60738658,Blinded by the Light,2019-01-01T00:00:00Z,,118.0,English,United Kingdom,['drama'],"['88%', '7.3/10', '71/100']",[''],[''],
62102348,Q69827389,The Bling Lagosians,2019-06-16T00:00:00Z,120000000.0,97.0,English,Nigeria,['drama'],[''],[''],[''],
63036481,Q85747728,Blink of an Eye (film),,,,,,,,,,
62523012,Q65922738,Bliss,2019-04-27T00:00:00Z,,80.0,English,United States of America,['horror'],"['87%', '7.2/10']",[''],[''],
62607578,Q60520620,Blizzard of Souls,2019-11-11T00:00:00Z,,,"German, Russian, Latvian",Latvia,"['drama', 'blockbuster', 'war']","['6.6/10', '75%']",[''],['International Submission to the Academy Awards'],
53460970,Q29344649,Blood Hunters: Rise of the Hybrids,2017-01-01T00:00:00Z,,,,Philippines,['horror'],[''],[''],[''],
62004729,Q77893545,"Blood, Passion and Coffee",2019-01-01T00:00:00Z,,,Spanish,Honduras,[''],[''],[''],['International Submission to the Academy Awards'],
61280332,Q65679600,Blood Quantum,2019-01-01T00:00:00Z,,,"English, Mi'kmaq",Canada,"['horror', 'drama']","['90%', '7.2/10']",[''],[''],
62099037,Q85747775,Blood Vessel (2019 film),,,,,,,,,,
61115119,Q60392213,La Misma Sangre,2019-01-01T00:00:00Z,,,Spanish,Argentina,['thriller'],"['100%', '6.7/10']",[''],[''],
61277985,Q61642190,Bloody Marie,2019-01-27T00:00:00Z,,87.0,"German, English, Dutch",Netherlands,['action'],[''],[''],['IFFR audience award'],
60623400,Q64768589,Blow It to Bits,2019-01-01T00:00:00Z,,,French,France,['drama'],[''],[''],[''],
57546651,Q55605632,Blow the Man Down,2019-01-01T00:00:00Z,,91.0,English,United States of America,['thriller'],"['98%', '7.6/10', '72/100']",[''],[''],
71210555,Q113134099,Blowing Up Right Now,,,,,,,,,,
62276683,Q63122529,The Blue Elephant 2,2019-01-01T00:00:00Z,103633291.0,,Arabic,Egypt,"['drama', 'horror', 'psychological thriller', 'crime', 'mystery', 'thriller']",[''],[''],[''],
61775455,Q73535930,Blue Story,2019-01-01T00:00:00Z,,,English,United Kingdom,"['crime', 'drama']","['7/10', '93%']",[''],[''],
59654771,Q60601902,Blush,2019-01-26T00:00:00Z,,,English,United States of America,['drama'],"['64%', '6.5/10']",[''],[''],
67348602,Q106608775,Bo Nay Toe,,,,,,,,,,
62167571,Q88873119,The Boat,2018-01-01T00:00:00Z,,,,Malta,"['mystery', 'thriller']","['7.4/10', '78%']",[''],[''],
61316731,Q65219325,BoBoiBoy Movie 2,2019-08-08T00:00:00Z,,,Malay,Malaysia,[''],[''],[''],[''],
62064011,Q61740916,La boda de mi mejor amigo,2019-01-01T00:00:00Z,,,Spanish,Mexico,['comedy'],[''],[''],[''],
60786983,Q65070972,Bodhai Yeri Budhi Maari,2019-01-01T00:00:00Z,,,Tamil,India,['thriller'],[''],[''],[''],
62811871,Q55715715,Bodies at Rest,2019-01-01T00:00:00Z,,94.0,Mandarin,People's Republic of China,"['crime', 'action']","['83%', '6.5/10']",[''],[''],
62353914,Q85532356,The Body,2019-01-01T00:00:00Z,,,Hindi,India,[''],"['14%', '3.8/10']",[''],[''],
60573740,Q63348163,Body at Brighton Rock,2019-01-01T00:00:00Z,,,English,United States of America,"['thriller', 'horror']","['67%', '5.8/10']",[''],[''],
61411194,Q66122420,The Body Remembers When the World Broke Open,2019-01-01T00:00:00Z,,,,Canada,['drama'],"['8.3/10', '97%']",[''],[''],
61155308,Q64854640,Boi,2019-01-01T00:00:00Z,,,Spanish,Spain,['thriller'],[''],[''],[''],
29544686,Q16866068,Bolden,2019-01-01T00:00:00Z,,101.0,English,United States of America,['drama'],"['7.5/10', '70%']",[''],[''],
59189511,Q59725631,Bombairiya,2019-01-01T00:00:00Z,,,Hindi,India,[],[''],[''],[''],
61530636,Q77885433,Bombay Rose,2019-01-01T00:00:00Z,,97.0,Hindi,India,"['drama', 'romance']","['6.8/10', '91%']",[''],[''],
58047003,Q58814589,Bombshell,2019-12-13T00:00:00Z,,109.0,English,United States of America,['drama'],"['6.6/10', '68%', '64/100']","['Producers Guild Stanley Kramer Award', 'Academy Award for Best Makeup and Hairstyling']",[''],
63877910,Q94244183,The Booksellers,2019-10-07T00:00:00Z,,99.0,English,United States of America,['documentary'],"['90%', '7.2/10']",[''],[''],
57308561,Q55605752,Booksmart,2019-03-01T00:00:00Z,,102.0,English,United States of America,"['LGBT-related', 'comedy']","['8.3/10', '96%', '84/100']",[''],[''],
57674723,Q56274150,Boomerang,2018-01-01T00:00:00Z,,,Tamil,India,['action thriller'],[''],[''],[''],
59489432,Q60737932,Born a King,2019-04-25T00:00:00Z,,103.0,English,"Saudi Arabia, United Kingdom",['historical'],[''],[''],[''],21000000.0
65800443,Q104869300,Born to Be,2019-01-01T00:00:00Z,,,,United States of America,[''],"['100%', '8.5/10']",[''],[''],
61164614,Q65052159,Bornoporichoy,2019-07-26T00:00:00Z,,,Bangla,India,['thriller'],[''],[''],[''],
62605677,Q79781208,Borunbabur Bondhu,2020-01-10T00:00:00Z,,,Bangla,India,[''],[''],[''],[''],
60755274,Q64708093,Bottom Of The 9th,2019-07-19T00:00:00Z,,,English,United States of America,['sport'],"['5.7/10', '69%']",[''],[''],
62430317,Q104843472,Bow Bow,,,,,,,,,,
64588345,Q97574406,Box No. 88,,,,,,,,,,
57227508,Q52715621,The Lou Pearlman Project,2019-01-01T00:00:00Z,,,English,United States of America,[''],[''],[''],[''],
59694699,Q60738660,The Boy Who Harnessed the Wind,2019-01-01T00:00:00Z,,113.0,English,United Kingdom,['drama'],"['7.3/10', '86%', '68/100']",['Alfred P. Sloan Prize'],['International Submission to the Academy Awards'],
74742681,Q122212422,A Boyfriend's Presentation,,,,,,,,,,
65546234,Q104862353,Brahmachari (2019 film),,,,,,,,,,
65901072,Q104872530,Braking for Whales,,,,,,,,,,
66392361,Q104832989,Brave Father Online: Our Story of Final Fantasy XIV,,,,,,,,,,
61583925,Q60992635,The Bravest,2019-07-17T00:00:00Z,1700000000.0,118.0,Chinese,People's Republic of China,"['disaster', 'drama']",[''],['Huabiao Award for Outstanding Film'],[''],
55234980,Q65090565,The Brawler,2019-01-18T00:00:00Z,,,,United States of America,"['boxing', 'drama']",[''],[''],[''],
60896490,Q65041918,The Break Up,2019-03-01T00:00:00Z,,125.0,Nepali,Nepal,"['romantic comedy', 'drama']",[''],[''],[''],
59273974,Q59501879,Breakthrough,2019-01-01T00:00:00Z,,116.0,English,United States of America,"['drama', 'biographical']","['63%', '5.6/10']",[''],[''],
61232659,Q65122821,Brené Brown: The Call To Courage,2019-04-19T00:00:00Z,,,English,United States of America,[''],"['6.5/10', '80%']",[''],[''],
57762616,Q60499539,Brexit: The Uncivil War,2019-01-07T00:00:00Z,,92.0,English,United Kingdom,['drama'],"['7.3/10', '80%', '73/100']",[''],[''],
70451709,Q97243169,Bridezilla (film),,,,,,,,,,
59994939,Q61775741,Brief Story from the Green Planet,2019-01-01T00:00:00Z,,75.0,Spanish,"Argentina, Germany, Spain, Brazil","['LGBT-related', 'drama']","['100%', '8.2/10']",['Teddy Award'],[''],
60929699,Q64582826,De brief voor Sinterklaas,2019-10-09T00:00:00Z,,60.0,Dutch,Netherlands,"[""children's""]",[''],[''],[''],
59327228,Q59600666,Brightburn,2019-05-09T00:00:00Z,,90.0,English,United States of America,"['superhero', 'horror']","['5.7/10', '57%', '44/100']",[''],[''],
66208689,Q104830312,The Brighton Miracle,2019-10-31T00:00:00Z,,83.0,,Australia,[''],[''],[''],[''],
63634523,Q72255000,Bring Me Home,2019-09-05T00:00:00Z,,108.0,Korean,South Korea,['drama'],[''],[''],[''],
61146797,Q65051386,Bring the Soul: The Movie,2019-08-07T00:00:00Z,,,Korean,South Korea,['documentary'],[''],[''],[''],
60443563,Q63385967,The Brink,2019-01-30T00:00:00Z,,91.0,English,United States of America,['documentary'],"['7.2/10', '84%']",[''],[''],
67610995,Q61265502,Britt-Marie Was Here,2019-01-25T00:00:00Z,,,Swedish,Sweden,['drama'],"['71%', '6.4/10']",[''],[''],
57205994,Q52151283,Brittany Runs a Marathon,2019-01-28T00:00:00Z,,103.0,English,United States of America,['drama'],"['88%', '7.3/10']",['Sundance Audience Award: U.S. Dramatic'],[''],
61123180,Q65050780,Brochevarevarura,2019-06-28T00:00:00Z,,,Telugu,India,['crime'],[''],[''],[''],
62591522,Q78706709,Broken Dreams,2019-01-01T00:00:00Z,,,,,['documentary'],[''],[''],[''],
71358357,Q113186040,Brother Jekwu,2016-01-01T00:00:00Z,,103.0,English,Nigeria,"['comedy', 'drama']",[''],[''],[''],
61301541,Q67007320,Brother's Day,2019-09-06T00:00:00Z,,,,India,['comedy thriller'],[''],[''],[''],
60528392,Q63247492,A Brother's Love,2019-05-15T00:00:00Z,1671969.0,117.0,French,Canada,"['drama', 'comedy', 'comedy drama']","['75%', '6.5/10']",[''],[''],
55362013,Q66828790,Brotherhood,2019-01-01T00:00:00Z,,,English,Canada,['drama'],[''],[''],[''],
61058907,Q61650224,Brugklas: De tijd van m'n leven,2019-02-07T00:00:00Z,,,Dutch,Netherlands,"['comedy', 'family', 'drama']",[''],[''],[''],
60441209,Q63030653,"Bu, Kasih Suci",2019-04-11T00:00:00Z,,91.0,Malay,Malaysia,['drama'],[''],[''],[''],
61938195,Q69551961,Buddha in Africa,2019-01-01T00:00:00Z,,110.0,"English, Mandarin","South Africa, Sweden","['documentary', 'biographical']",[''],[''],[''],
59747822,Q61015509,The Buddy Games,2019-01-01T00:00:00Z,,,English,United States of America,[''],"['16%', '3.9/10']",[''],[''],
57976453,Q55762036,Buffaloed,2019-01-01T00:00:00Z,,,English,United States of America,"['independent', 'drama']","['6.5/10', '80%']",[''],[''],
62389594,Q68772418,The Bugle from Gutian,2019-08-01T00:00:00Z,,120.0,Chinese,People's Republic of China,"['historical', 'war']",[''],['Huabiao Award for Outstanding Film'],[''],
59678448,Q57394814,Bulbul,2019-01-01T00:00:00Z,,,Nepali,Nepal,[''],[''],[''],['International Submission to the Academy Awards'],
60531677,Q63727205,Bull,2019-01-01T00:00:00Z,,,,United States of America,['drama'],"['90%', '7.3/10']",['Grand prix du Festival de Deauville'],[''],
68458792,Q83562395,The Bull,2019-08-22T00:00:00Z,,99.0,Russian,Russia,['crime'],[''],[''],[''],
53077244,Q28646110,Bullets of Justice,2019-01-01T00:00:00Z,,76.0,English,Kazakhstan,[''],[''],[''],[''],
65685890,Q100968035,A Bump Along the Way,2019-04-11T00:00:00Z,,,,Northern Ireland,[''],"['100%', '7/10']",[''],[''],
61881194,Q85749544,Buoyancy,2019-02-08T00:00:00Z,,,Khmer,Australia,[''],[''],[''],['International Submission to the Academy Awards'],
53893276,Q29588615,Buried Seeds,2017-01-01T00:00:00Z,,,English,United States of America,[''],[''],[''],[''],
61148961,Q65051475,Burn,2019-08-23T00:00:00Z,,,English,United States of America,['thriller'],"['6.6/10', '54%']",[''],[''],
62271383,Q63441078,Burning Cane,2019-04-25T00:00:00Z,,,English,United States of America,['drama'],"['7.4/10', '92%', '74/100']",[''],[''],
61473479,Q66764349,The Burning Child,2019-01-31T00:00:00Z,,,English,,['documentary'],[''],[''],[''],
74735118,Q122230861,Burning Men,2019-03-01T00:00:00Z,,95.0,,United Kingdom,[''],[''],[''],[''],
75294724,Q62393241,Antes de la quema,2019-01-01T00:00:00Z,,96.0,Spanish,Spain,['comedy'],[''],[''],[''],
58742935,Q60737566,The Burnt Orange Heresy,2019-09-07T00:00:00Z,,99.0,English,"United Kingdom, Italy, United States of America",[],"['6.1/10', '66%', '57/100']",[''],[''],
61446967,Q77884932,Buro Sadhu,2019-01-01T00:00:00Z,,,Bangla,India,[],[''],[''],[''],
62464460,Q85749598,Burra Katha,2019-01-01T00:00:00Z,,,Telugu,India,[''],[''],[''],[''],
66647484,Q105407018,Buscando a Casal,2019-01-01T00:00:00Z,,116.0,Spanish,Cuba,['drama'],[''],[''],['International Submission to the Academy Awards'],
72618949,Q116197062,Business Ethics,2020-01-01T00:00:00Z,,,,Canada,[''],[''],[''],[''],
69564496,Q110588599,"Buster Williams, From Bass to Infinity",,,,,,,,,,
62300936,Q85845585,Butler Balu,,,,,,,,,,
70979150,Q28146949,Buy Roses for Me,,,,,,,,,,
65302915,Q72939059,By Quantum Physics: A Nightlife Venture,2019-09-25T00:00:00Z,,120.0,Korean,South Korea,['crime'],[''],[''],[''],
57828425,Q60169300,By the Grace of God,2018-12-10T00:00:00Z,,137.0,French,"France, Belgium","['melodrama', 'drama']","['7.6/10', '75/100', '96%']",[''],[''],
66083127,Q75154709,Bye,2019-09-26T00:00:00Z,1828868.62,111.0,Spanish,Spain,['thriller'],[''],[''],[''],
61137900,Q65051139,Bypass Road,2019-11-01T00:00:00Z,,,Hindi,India,['thriller'],[''],[''],[''],
46952649,Q20487444,Cabaret,2015-01-01T00:00:00Z,,,Hindi,India,"['thriller', 'musical']",[''],[''],[''],
67425135,Q106544081,Cakewalk,2019-02-17T00:00:00Z,,,Hindi,India,[''],[''],[''],[''],
64364158,Q64239786,A Call to Spy,2019-01-01T00:00:00Z,,,English,United States of America,['spy'],"['71%', '65/100']",[''],[''],
63359647,Q85309679,Calm with Horses,2019-01-01T00:00:00Z,,100.0,English,"United Kingdom, Ireland",['drama'],"['7.5/10', '94%', '67/100']",[''],[''],
48659148,Q21646210,Camp Death III: The Final Summer,2018-01-01T00:00:00Z,,,English,Canada,[''],[''],[''],[''],
57987774,Q66455732,Can You Keep a Secret?,2019-09-13T00:00:00Z,,95.0,English,United States of America,['comedy'],"['29%', '4.4/10']",[''],[''],
63400225,Q96374352,Canadian Strain,2019-01-01T00:00:00Z,,,,Canada,['comedy'],[''],[''],[''],
65346813,Q104857490,Candy Corn,2019-01-01T00:00:00Z,,,,United States of America,[''],"['6.1/10', '67%']",[''],[''],
49551327,Q24905088,CandyFlip,,,,,,,,,,
62501021,Q85750560,Capmaari,,,,,,,,,,
61421871,Q66305420,Capsized: Blood in the Water,2019-01-01T00:00:00Z,,,English,United States of America,['action thriller'],[''],[''],[''],
60293464,Q61778908,Captain,2019-03-01T00:00:00Z,,,Nepali,Nepal,['drama'],[''],[''],[''],
43603241,Q23781129,Captain Marvel,2019-03-06T00:00:00Z,1128462972.0,124.0,English,United States of America,"['action', 'adventure', 'superhero']","['6.8/10', '79%', '64/100']",[''],[''],152000000.0
69555419,Q85971927,Captain Sabertooth and the Magic Diamond,,,,,,,,,,
61944978,Q69082264,The Captain,2019-09-21T00:00:00Z,414270000.0,111.0,Chinese,People's Republic of China,"['drama', 'thriller', 'disaster']","['75%', '5.5/10']",['Huabiao Award for Outstanding Film'],[''],
51416946,Q28863791,Captive State,2019-03-15T00:00:00Z,,109.0,English,United States of America,['thriller'],"['5.4/10', '44%', '54/100']",[''],[''],
108033,Q828753,Carbon (2019 film),,,,,,,,,,
62107532,Q85750641,Cargo (2019 film),,,,,,,,,,
55204934,Q48780911,Carmilla,2019-01-01T00:00:00Z,,,English,United Kingdom,"['drama', 'LGBT-related', 'horror']","['71%', '6.4/10']",[''],[''],
76217090,Q60576357,Casablanca,2019-01-01T00:00:00Z,79156808.0,,Arabic,Egypt,[''],[''],[''],[''],
59254909,Q59418140,Case Closed: The Fist of Blue Sapphire,,,,,,,,,,
59864854,Q60848339,Cassy,2019-02-23T00:00:00Z,,,French,Canada,['drama'],[''],[''],[''],
61410118,Q66124149,Castle in the Ground,2019-01-01T00:00:00Z,,,,Canada,['drama'],"['6.5/10', '67%']",[''],[''],
69571875,Q61065186,Castle of Dreams (2019 film),,,,,,,,,,
57005379,Q51278957,The Cat and the Moon,2019-01-01T00:00:00Z,,,English,United States of America,['teen'],"['8.5/10', '78%']",[''],[''],
50446420,Q58701890,Cats,2019-12-20T00:00:00Z,17090175.0,110.0,English,"United Kingdom, United States of America","['drama', 'fantasy', 'musical', 'comedy drama']","['20%', '3.9/10', '32/100']",[''],[''],95000000.0
62011319,Q69768547,The Cave,2019-01-01T00:00:00Z,,,,Thailand,['drama'],"['0%', '3.6/10']",[''],[''],
61786542,Q81924220,The Cave,2019-09-05T00:00:00Z,,103.0,"English, Arabic, Syriac","Syria, Qatar, Germany, United Kingdom, United States of America, France, Denmark",['documentary'],"['8.3/10', '97%', '83/100']",[''],['European Film Award for Best Documentary'],
76594916,Q60584175,Caviar,2019-01-01T00:00:00Z,,,German,Austria,['comedy'],[''],[''],[''],
62834116,Q70460543,Certain Kind of Silence,2019-01-01T00:00:00Z,,96.0,,"Czech Republic, Latvia, Netherlands","['thriller', 'drama']",[''],[''],[''],
70879022,Q86666776,"Cetto c'è, senzadubbiamente",2019-11-21T00:00:00Z,,93.0,Italian,Italy,['comedy'],[''],[''],[''],
65676820,Q101245376,Chaakapesh,,,,,,,,,,
61378268,Q77884629,Chaal Gazab Hai,2019-01-01T00:00:00Z,,,,India,[''],[''],[''],[''],
59800224,Q64413685,Chaal Jeevi Laiye!,2019-02-01T00:00:00Z,,,Gujarati,India,"['drama', 'road movie', 'comedy']",[''],[''],[''],
61924662,Q73538368,Chained for Life,2019-01-01T00:00:00Z,,,English,United States of America,['drama'],"['100%', '7.8/10']",[''],[''],
60917391,Q64768664,Chal Mera Putt,2019-07-26T00:00:00Z,,,Punjabi,India,['comedy drama'],[''],[''],[''],
59810393,Q60580576,Chal Tike Dusta Haba,2019-01-11T00:00:00Z,,,Odia,India,[''],[''],[''],[''],
60641251,Q63444452,Chambal (film),,,,,,,,,,
77355173,Q63498468,The Champion,2019-01-01T00:00:00Z,,,,Italy,['comedy drama'],[''],[''],[''],
59526583,Q60738100,Champion,2019-01-01T00:00:00Z,,,Tamil,India,['drama'],[''],[''],[''],
61735001,Q79485343,Chanakya,2019-01-01T00:00:00Z,,,Telugu,India,['action thriller'],[''],[''],[''],
60532771,Q64768553,Chandigarh Amritsar Chandigarh,2019-05-24T00:00:00Z,,,Punjabi,India,['romantic comedy'],[''],[''],[''],
64219179,Q73007168,Chandrabati Kotha,,,,,,,,,,
66664494,Q97597887,Change The Subject,2019-01-01T00:00:00Z,,54.0,English,United States of America,['documentary'],[''],[''],[''],
54368063,Q30646818,Changeland,2019-06-07T00:00:00Z,,,English,United States of America,['comedy drama'],"['6.5/10', '56%']",[''],[''],
67251519,Q106483991,Chanu IPS 2,,,,,,,,,,
67299150,Q106609228,Chaphu,,,,,,,,,,
62075847,Q77894053,Chhappad Phaad Ke,2019-01-01T00:00:00Z,,,Hindi,India,[],[''],[''],[''],
59335605,Q60737714,Charlie Chaplin 2,2019-01-25T00:00:00Z,,,Tamil,India,['comedy'],[''],[''],[''],
47837165,Q55815650,Charlie's Angels,2019-10-25T00:00:00Z,,118.0,English,United States of America,"['action', 'comedy', 'adventure']","['5.4/10', '52%', '52/100']",[''],[''],
65924807,Q104873683,Chasani,,,,,,,,,,
59728038,Q60738713,Chase,2019-01-01T00:00:00Z,,,English,United States of America,[''],[''],[''],[''],
72618589,Q120122720,Chasing Dream,2019-11-08T00:00:00Z,,,,,[''],[''],[''],[''],
60609650,Q63800374,Chasing the Dragon II: Wild Wild Bunch,2019-01-01T00:00:00Z,,,,"Hong Kong, People's Republic of China",['crime'],"['75%', '5.6/10']",[''],[''],
67337729,Q106597962,Cheating Hitler: Surviving the Holocaust,,,,,,,,,,
61748682,Q65325716,"Cheer Up, Mr. Lee",2019-01-01T00:00:00Z,,,Korean,South Korea,['drama'],[''],[''],[''],
74840439,Q122636717,Chemistry of Kariyappa,,,,,,,,,,
62040786,Q77893919,Chennai Palani Mars,2019-01-01T00:00:00Z,,,Tamil,India,[],[''],[''],[''],
67054091,Q45409629,Cherkasy,2018-01-01T00:00:00Z,,94.0,Ukrainian,Ukraine,"['drama', 'war']",[''],[''],[''],
70672214,Q112030335,Chha Maya Chhapakkai,,,,,,,,,,
60360917,Q64768495,Chhalawa,2019-01-01T00:00:00Z,,,,Pakistan,['comedy'],[''],[''],[''],
58849985,Q59725641,Chhichhore,2019-01-01T00:00:00Z,,,Hindi,India,['romantic comedy'],"['5.8/10', '58%']",[''],[''],
60769923,Q64768629,Chhoriyan Chhoron Se Kam Nahi Hoti,2019-01-01T00:00:00Z,,,Hindi,India,[''],[''],[''],[''],
57945810,Q56063769,Chhota Bheem Kung Fu Dhamaka,2013-01-01T00:00:00Z,,,,India,[],[''],[''],[''],
68007738,Q107427153,Chi,2019-01-01T00:00:00Z,,,,Myanmar,[''],[''],[''],[''],
61079711,Q77884313,Chicken Curry Law,2019-01-01T00:00:00Z,,,Hindi,India,[],[''],[''],[''],
61530674,Q67317576,Chicuarotes,2019-05-16T00:00:00Z,,95.0,Spanish,Mexico,['drama'],"['18%', '4.8/10']",[''],[''],
63750939,Q96374899,Chikati Gadilo Chithakotudu,,,,,,,,,,
61141337,Q65051225,Chilappol Penkutty,2019-07-19T00:00:00Z,,,Malayalam,India,[''],[''],[''],[''],
58537889,Q56697304,Child's Play,2019-06-19T00:00:00Z,,2.0,English,United States of America,['slasher'],"['64%', '5.8/10', '48/100']",[''],[''],
69461796,Q110245419,Children of the River (film),,,,,,,,,,
60291177,Q62126928,Children of the Sea (film),,,,,,,,,,
62277319,Q65320834,Children's Park,2019-06-05T00:00:00Z,,,Malayalam,,[''],[''],[''],[''],
64126769,Q96374932,Chintu Ka Birthday,,,,,,,,,,
40677277,Q16254928,Ula,2015-10-12T00:00:00Z,,,Tamil,India,['thriller'],[''],[''],[''],
60433872,Q63981881,Chitralahari,2019-01-01T00:00:00Z,,,Telugu,India,['comedy drama'],[''],[''],[''],
62349795,Q85752203,Chola,2019-01-01T00:00:00Z,,,Malayalam,India,[''],[''],[''],[''],
60599590,Q64212378,Chopsticks,2019-01-01T00:00:00Z,,,Hindi,India,['drama'],[''],[''],[''],
62522356,Q65677537,Christmas Coupon,2019-12-05T00:00:00Z,,,English,United States of America,['drama'],[''],[''],[''],
66031469,Q104792566,Christmas in the Highlands,,,,,,,,,,
67764269,Q107176008,Christmas Jars,,,,,,,,,,
61224485,Q73534689,A Christmas Prince: The Royal Baby,2019-01-01T00:00:00Z,,85.0,English,United States of America,['romantic comedy'],"['36%', '3.8/10']",[''],[''],
61164433,Q61002708,Cinderella Pop,2019-01-01T00:00:00Z,,,Portuguese,Brazil,['comedy'],[''],[''],[''],
60611227,Q63398606,A Cinderella Story: Christmas Wish,2019-01-01T00:00:00Z,,86.0,English,United States of America,['Christmas'],[''],[''],[''],
63739215,Q91013364,Circus of Books,2019-01-01T00:00:00Z,,92.0,English,United States of America,['documentary'],"['98%', '7.8/10', '74/100']",[''],[''],
62296533,Q76489077,Citizen K,2019-01-01T00:00:00Z,,,"English, Russian",,['political'],"['95%', '7.7/10']",[''],[''],
73601164,Q86450616,Citizens of the World,2019-01-01T00:00:00Z,,,,Italy,[''],[''],[''],[''],
417532,Q714064,City Hunter: Shinjuku Private Eyes,,,,,,,,,,
67486953,Q106778022,City Hunters (film),,,,,,,,,,
71469872,Q113460425,City of Bastards,2019-01-01T00:00:00Z,,,,Nigeria,[''],[''],[''],[''],
62591731,Q85752623,Cityscape,2019-01-01T00:00:00Z,,,,Canada,[''],[''],[''],[''],
71858983,Q69430564,Clara (2019 film),,,,,,,,,,
65749209,Q115945792,Clarita,2019-06-12T00:00:00Z,,,Filipino,Philippines,[],[''],[''],[''],
63210756,Q86754537,Claws of the Red Dragon,2019-01-01T00:00:00Z,,,,,['drama'],[''],[''],[''],
76337167,Q124816331,Cleaners (2019 film),,,,,,,,,,
65568572,Q101245294,The Cleansing Hour,,,,,,,,,,
59653292,Q60611826,Clemency,2019-01-27T00:00:00Z,,113.0,English,United States of America,['drama'],"['91%', '7.8/10', '77/100']",['Sundance Film Festival U.S. Dramatic Grand Jury Prize Award'],[''],
60236328,Q65082950,Clementine,2019-04-27T00:00:00Z,,,English,United States of America,"['LGBT-related', 'drama']","['6.1/10', '64%']",[''],[''],
57827617,Q55607775,Cleo,2019-01-01T00:00:00Z,,,French,Belgium,['comedy'],[''],[''],[''],
63002929,Q61977668,Cleo,2019-07-25T00:00:00Z,,,German,Germany,['fantasy'],[''],[''],[''],
58455157,Q56604212,Cliffs of Freedom,2019-03-01T00:00:00Z,,137.0,"English, Greek",United States of America,"['drama', 'independent', 'historical']",[''],[''],[''],
60534479,Q64800631,Climate Change – The Facts,,,,,,,,,,
6001096,Q104901446,Climate of the Hunter,,,,,,,,,,
60534776,Q65059119,The Climb,2019-05-17T00:00:00Z,710.806,95.0,English,United States of America,['comedy'],"['90%', '7.8/10', '82/100']",[''],[''],
